#
#  Binder contact frequency difference to map onto EGFR
#
#  From Adaptyv Bio Protein Design Competition (all_submissions.csv)
#
#  Use this file to assign the attribute in Chimera with the
#  Define Attribute tool or the command defattr.
#
attribute: contactfreq
match mode: 1-to-1
recipient: residues
	:1	0.0
	:2	0.0
	:3	-0.0064794816414686825
	:4	-0.0064794816414686825
	:5	-0.008639308855291577
	:6	0.00802735781137509
	:7	0.00802735781137509
	:8	-0.017890568754499642
	:9	-0.012958963282937365
	:10	0.04384449244060476
	:11	0.19424046076313894
	:12	0.15230381569474444
	:13	0.09460043196544277
	:14	-0.03189344852411813
	:15	-0.019510439164866722
	:16	-0.03524118070554361
	:17	0.06965442764578833
	:18	0.06814254859611224
	:19	0.03970482361411087
	:20	-0.02764578833693304
	:21	0.12627789776817855
	:22	0.21961843052555796
	:23	-0.04535637149028078
	:24	-0.002771778257739381
	:25	0.04758819294456443
	:26	0.1510079193664507
	:27	-0.0021598272138228943
	:28	0.05957523398128149
	:29	0.28686105111591076
	:30	0.09388048956083514
	:31	0.0
	:32	0.024694024478041754
	:33	-0.0021598272138228943
	:34	0.0
	:35	0.0
	:36	-0.004319654427645789
	:37	0.0
	:38	-0.000611951043916488
	:39	-0.01511879049676026
	:40	-0.01079913606911447
	:41	0.0
	:42	0.0
	:43	0.0
	:44	-0.0021598272138228943
	:45	-0.010907127429805596
	:46	-0.004319654427645789
	:47	-0.06969042476601872
	:48	0.05154787616990641
	:49	0.010187185025197984
	:50	0.06328293736501081
	:51	-0.008639308855291577
	:52	0.0
	:53	0.0
	:54	0.0
	:55	0.0
	:56	0.016666666666666666
	:57	0.0
	:58	0.0
	:59	0.0
	:60	-0.0021598272138228943
	:61	0.0
	:62	-0.008639308855291577
	:63	-0.004319654427645789
	:64	-0.0021598272138228943
	:65	0.0
	:66	-0.019438444924406047
	:67	0.0
	:68	0.05071994240460764
	:69	0.011915046796256323
	:70	-0.04380849532037437
	:71	-0.0771058315334773
	:72	0.0
	:73	0.016666666666666666
	:74	0.0
	:75	0.0
	:76	0.0
	:77	0.0
	:78	0.0
	:79	0.0
	:80	0.0
	:81	0.0
	:82	0.0
	:83	0.0
	:84	-0.004319654427645789
	:85	-0.0021598272138228943
	:86	-0.012958963282937365
	:87	-0.017278617710583154
	:88	-0.008639308855291577
	:89	-0.020842332613390913
	:90	-0.08041756659467247
	:91	-0.09287257019438445
	:92	-0.0367170626349892
	:93	-0.058315334773218146
	:94	0.0
	:95	-0.0021598272138228943
	:96	-0.0064794816414686825
	:97	0.0
	:98	0.01465082793376532
	:99	0.029481641468682596
	:100	0.009575233981281496
	:101	0.05262778977681781
	:102	0.06184305255579553
	:103	-0.048344132469402445
	:104	0.035817134629229655
	:105	0.012383009359251254
	:106	0.04568034557235422
	:107	0.0
	:108	0.0
	:109	0.03117350611951044
	:110	-0.0021598272138228943
	:111	-0.0021598272138228943
	:112	0.0
	:113	0.0
	:114	-0.0021598272138228943
