#
#  Binder contact frequency to map onto EGFR
#
#  From Adaptyv Bio Protein Design Competition (all_submissions.csv)
#
#  Use this file to assign the attribute in Chimera with the
#  Define Attribute tool or the command defattr.
#
attribute: contactfreq
match mode: 1-to-1
recipient: residues
	:1	0.0
	:2	0.0
	:3	0.0
	:4	0.0
	:5	0.0
	:6	0.0
	:7	0.0
	:8	0.031746031746031744
	:9	0.010582010582010581
	:10	0.07407407407407407
	:11	0.5343915343915344
	:12	0.6243386243386243
	:13	0.6190476190476191
	:14	0.7566137566137566
	:15	0.8042328042328042
	:16	0.8465608465608465
	:17	0.7619047619047619
	:18	0.8412698412698413
	:19	0.7195767195767195
	:20	0.37037037037037035
	:21	0.13756613756613756
	:22	0.656084656084656
	:23	0.042328042328042326
	:24	0.026455026455026454
	:25	0.164021164021164
	:26	0.31746031746031744
	:27	0.005291005291005291
	:28	0.021164021164021163
	:29	0.5608465608465608
	:30	0.30158730158730157
	:31	0.0
	:32	0.0
	:33	0.0
	:34	0.0
	:35	0.0
	:36	0.0
	:37	0.0
	:38	0.005291005291005291
	:39	0.005291005291005291
	:40	0.0
	:41	0.0
	:42	0.0
	:43	0.0
	:44	0.0
	:45	0.7777777777777778
	:46	0.005291005291005291
	:47	0.1164021164021164
	:48	0.005291005291005291
	:49	0.0
	:50	0.037037037037037035
	:51	0.0
	:52	0.0
	:53	0.0
	:54	0.0
	:55	0.0
	:56	0.0
	:57	0.0
	:58	0.0
	:59	0.0
	:60	0.0
	:61	0.0
	:62	0.005291005291005291
	:63	0.0
	:64	0.0
	:65	0.0
	:66	0.010582010582010581
	:67	0.0
	:68	0.48148148148148145
	:69	0.7195767195767195
	:70	0.031746031746031744
	:71	0.14814814814814814
	:72	0.0
	:73	0.0
	:74	0.0
	:75	0.0
	:76	0.0
	:77	0.0
	:78	0.0
	:79	0.0
	:80	0.0
	:81	0.0
	:82	0.0
	:83	0.0
	:84	0.0
	:85	0.0
	:86	0.005291005291005291
	:87	0.005291005291005291
	:88	0.005291005291005291
	:89	0.6084656084656085
	:90	0.4973544973544973
	:91	0.037037037037037035
	:92	0.010582010582010581
	:93	0.047619047619047616
	:94	0.0
	:95	0.005291005291005291
	:96	0.010582010582010581
	:97	0.0
	:98	0.6084656084656085
	:99	0.6402116402116402
	:100	0.026455026455026454
	:101	0.6402116402116402
	:102	0.4021164021164021
	:103	0.37037037037037035
	:104	0.026455026455026454
	:105	0.07936507936507936
	:106	0.0
	:107	0.0
	:108	0.0
	:109	0.005291005291005291
	:110	0.005291005291005291
	:111	0.005291005291005291
	:112	0.0
	:113	0.0
	:114	0.005291005291005291
	:115	0.0
	:116	0.005291005291005291
	:117	0.005291005291005291
	:118	0.0
	:119	0.005291005291005291
	:120	0.0
	:121	0.0
	:122	0.0
	:123	0.005291005291005291
	:124	0.005291005291005291
	:125	0.5661375661375662
	:126	0.0
	:127	0.14814814814814814
	:128	0.5925925925925926
	:129	0.0
